onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	4	0.0	55	1	G	0	1.0	1	True	4	4	3	1	1/4	True	0	1	1	1	1a	3	0	True	True			{	False	0	G.I{		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
0	1	0.0	79	1	G	0	1.0	1	True	4	4	1	1	1/16	True	0	1	1	1	1a	5	0	True	True			{	False	0	G.I{		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
1	1	0.25	83	5	B	0	1.25	0	False	4	4	1	1	1/16	True	0	1	1	1	1a	5	1/4	False	False				False	0	G.I{		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
2	1	0.5	79	1	G	0	1.5	0	False	4	4	1	1	1/16	True	0	1	1	1	1a	5	1/2	False	False				False	0	G.I{		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
3	1	0.75	74	2	D	0	1.75	0	False	4	4	1	1	1/16	True	0	1	1	1	1a	5	3/4	False	False				False	0	G.I{		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
4	1	1.0	71	5	B	0	2.0	2	True	4	4	1	1	1/16	True	0	1	1	1	1a	4	1	False	False				False	0	G.I{		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
5	1	1.25	67	1	G	0	2.25	0	False	4	4	1	1	1/16	True	0	1	1	1	1a	4	5/4	False	False				False	0	G.I{		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
6	1	1.5	71	5	B	0	2.5	0	False	4	4	1	1	1/16	True	0	1	1	1	1a	4	3/2	False	False				False	0	G.I{		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
7	1	1.75	72	0	C	0	2.75	0	False	4	4	1	1	1/16	True	0	1	1	1	1a	5	7/4	False	False				False	0	G.I{		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
8	4	2.0	54	6	F	1	3.0	3	True	4	4	3	1	1/4	True	0	1	1	1	1a	3	2	False	True				False	1	V6		G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
8	4	2.0	74	2	D	0	3.0	3	True	4	4	1	1	1/4	True	0	1	1	1	1a	5	2	False	True				False	1	V6		G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
8	1	2.0	78	6	F	1	3.0	3	True	4	4	2	1	1/16	True	0	1	1	1	1a	5	2	False	True				False	1	V6		G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
9	1	2.25	81	3	A	0	3.25	0	False	4	4	2	1	1/16	True	0	1	1	1	1a	5	9/4	False	False				False	1	V6		G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
10	1	2.5	78	6	F	1	3.5	0	False	4	4	2	1	1/16	True	0	1	1	1	1a	5	5/2	False	False				False	1	V6		G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
11	1	2.75	81	3	A	0	3.75	0	False	4	4	2	1	1/16	True	0	1	1	1	1a	5	11/4	False	False				False	1	V6		G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
12	1	3.0	78	6	F	1	4.0	4	True	4	4	2	1	1/16	True	0	1	1	1	1a	5	3	False	False				False	1	V6		G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
13	1	3.25	74	2	D	0	4.25	0	False	4	4	2	1	1/16	True	0	1	1	1	1a	5	13/4	False	False				False	1	V6		G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
14	1	3.5	78	6	F	1	4.5	0	False	4	4	2	1	1/16	True	0	1	1	1	1a	5	7/2	False	False				False	1	V6		G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
15	1	3.75	81	3	A	0	4.75	0	False	4	4	2	1	1/16	True	0	1	1	1	1a	5	15/4	False	False				False	1	V6		G	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
16	4	4.0	52	4	E	0	1.0	1	True	4	4	3	1	1/4	True	0	2	2	2	2a	3	4	False	True				False	2	vi7		G	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		1	1	1	4	4	E	E	G	G	minor seventh chord	7	True	True	True	True	True	3	3	3	6	True	True	True
16	4	4.0	79	1	G	0	1.0	1	True	4	4	2	1	1/4	True	0	2	2	2	2a	5	4	False	True				False	2	vi7		G	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		1	1	1	4	4	E	E	G	G	minor seventh chord	7	True	True	True	True	True	0	0	0	1	True	False	False
16	1	4.0	83	5	B	0	1.0	1	True	4	4	1	1	1/16	True	0	2	2	2	2a	5	4	False	True				False	2	vi7		G	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		1	1	1	4	4	E	E	G	G	minor seventh chord	7	True	True	True	True	True	4	4	4	3	True	False	False
17	1	4.25	86	2	D	0	1.25	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	6	17/4	False	False				False	2	vi7		G	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		1	1	1	4	4	E	E	G	G	minor seventh chord	7	True	True	True	True	True	1	1	1	5	True	False	False
18	1	4.5	83	5	B	0	1.5	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	9/2	False	False				False	2	vi7		G	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		1	1	1	4	4	E	E	G	G	minor seventh chord	7	True	True	True	True	True	4	4	4	3	True	False	False
19	1	4.75	86	2	D	0	1.75	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	6	19/4	False	False				False	2	vi7		G	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		1	1	1	4	4	E	E	G	G	minor seventh chord	7	True	True	True	True	True	1	1	1	5	True	False	False
20	1	5.0	83	5	B	0	2.0	2	True	4	4	1	1	1/16	True	0	2	2	2	2a	5	5	False	False				False	2	vi7		G	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		1	1	1	4	4	E	E	G	G	minor seventh chord	7	True	True	True	True	True	4	4	4	3	True	False	False
