onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	72	0.0	77	-1	F	0	1.0	1	True	2	2	1	1	3/8	True	-2	1	1	1	1a	5	0	True	True			{	False	0	Bb.I{		Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-2	-2	-2	-2	-2	Bb	Bb	Bb	Bb	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
48	48	0.5	58	-2	B	-1	1.5	0	False	2	2	2	1	1/4	True	-2	1	1	1	1a	3	1	False	False				False	0	Bb.I{		Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-2	-2	-2	-2	-2	Bb	Bb	Bb	Bb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
72	24	0.75	74	2	D	0	1.75	0	False	2	2	1	1	1/8	True	-2	1	1	1	1a	5	3/2	False	False				False	0	Bb.I{		Bb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-2	-2	-2	-2	-2	Bb	Bb	Bb	Bb	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
96	48	1.0	62	2	D	0	2.0	2	True	2	2	2	1	1/4	True	-2	1	1	1	1a	4	2	False	True				False	1	I6		Bb	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-2	-2	-2	-2	2	Bb	D	Bb	Bb	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
96	48	1.0	70	-2	B	-1	2.0	2	True	2	2	1	1	1/4	True	-2	1	1	1	1a	4	2	False	True				False	1	I6		Bb	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-2	-2	-2	-2	2	Bb	D	Bb	Bb	major triad	1	True	True	True	True	True	0	0	0	1	True	True	False
144	48	1.5	67	1	G	0	2.5	0	False	2	2	2	1	1/4	True	-2	1	1	1	1a	4	3	False	True				False	2	vi		Bb	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	vi	6		-2	-2	-2	1	1	G	G	Bb	Bb	minor triad	0	True	True	True	True	True	3	3	3	6	True	True	True
144	48	1.5	70	-2	B	-1	2.5	0	False	2	2	1	1	1/4	True	-2	1	1	1	1a	4	3	False	True				False	2	vi		Bb	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	vi	6		-2	-2	-2	1	1	G	G	Bb	Bb	minor triad	0	True	True	True	True	True	0	0	0	1	True	False	False
192	48	2.0	60	0	C	0	1.0	1	True	2	2	2	1	1/4	True	-2	2	2	2	2a	4	4	False	True				False	3	ii		Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	True	True	True	True	2	2	2	2	True	True	True
192	48	2.0	75	-3	E	-1	1.0	1	True	2	2	1	1	1/4	True	-2	2	2	2	2a	5	4	False	True				False	3	ii		Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	True	True	True	True	-1	-1	-1	4	True	False	False
240	48	2.5	63	-3	E	-1	1.5	0	False	2	2	2	1	1/4	True	-2	2	2	2	2a	4	5	False	False				False	3	ii		Bb	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	ii	2		-2	-2	-2	0	0	C	C	Bb	Bb	minor triad	0	True	True	True	True	True	-1	-1	-1	4	True	False	False
